Name,OK 43.32,,,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,,,
wt%,0.01,6.9,0.4,16.5,19.9,3,0.18,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 317L,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,N,FN-WRC-92,
wt%,0.01,1.4,0.4,13.6,18.9,3.6,0.05,0.05,7,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,50-140,16-22,3.4-11,0.8-2.7,,,,,,
1,80-190,16-24,2.6-7.1,0.9-2.7,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
1.6,230-350,24-28,3.2-5.5,3-5.2,,,,,,
,,,,,,,,,,
Name,OK Autrod 318Si,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Nb,Ferrite-FN,
wt%,0.05,1.7,0.8,11.9,18.8,2.6,0.1,0.5,6,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,15-24,4.0-17.0,1.0-4.1,,,,,,
1,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.2,100-300,15-29,3.0-14.0,1.6-7.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 347Si,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Nb,Ferrite-FN,
wt%,0.04,1.7,0.7,9.8,19,0.1,0.1,0.6,7,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,15-24,4.0-17.0,1.0-4.1,,,,,,
1,80-240,15-28,3.5-18.0,1.5-6.0,,,,,,
1.2,100-300,15-29,3.0-14.0,1.6-7.5,,,,,,
1.6,230-375,23-31,5.5-9.0,5.2-8.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 385,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,N,,
wt%,0.01,1.7,0.4,25,20,4.4,1.5,0.05,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,15-24,4.0-17.0,1.0-4.1,,,,,,
1,80-240,15-28,3.5-18.0,1.5-6.0,,,,,,
1.2,100-300,15-29,3.0-14.0,1.6-7.5,,,,,,
1.6,230-375,23-31,5.5-9.0,5.2-8.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 2209,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,,,
wt%,0.01,1.5,0.5,8.5,22.7,3.2,0.17,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,50-140,16-22,3.4-11,0.8-2.7,,,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
1.6,230-350,24-28,3.2-5.5,3-5.2,,,,,,
,,,,,,,,,,
Name,OK Autrod 2307,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,N,,
wt%,0.01,1.4,0.5,7.1,23.2,3.2,0.2,0.15,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 2509,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,,,
wt%,0.01,0.4,0.4,9.4,25.2,3.9,0.24,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 409Nb,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Nb,,
wt%,0.03,0.5,0.7,0.3,11.3,0.1,0.02,0.5,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 410NiMo,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,,,
wt%,0.02,0.5,0.4,4.2,12.4,0.6,0.1,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,50-140,16-22,3.4-11,0.8-2.7,,,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 430LNb,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Nb,,
wt%,0.01,0.5,0.5,0.2,18.5,0.06,0.1,0.45,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,50-140,16-22,3.4-11,0.8-2.7,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 430Ti,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Ti,,
wt%,0.07,0.5,0.9,0.3,17.6,0.05,0.1,0.4,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
1.6,230-350,24-28,3.2-5.5,3-5.2,,,,,,
,,,,,,,,,,
Name,OK Autrod 430LNbTi,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Ti,,
wt%,0.01,0.5,0.5,0.2,18.5,0.06,0.1,0.2,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod Ni-1,,,,,,,,,
Material,NICKEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Al,Cu,Fe,Ti,,
wt%,0.01,0.4,0.5,96,0.06,0.01,0.04,3.1,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,100-200,21-27,13-Jun,2.5-5.5,,,,,,
,,,,,,,,,,
Name,OK Autrod NiCr-3,,,,,,,,,
Material,NICKEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Fe,Nb+Ta,,,
wt%,0.04,3,0.2,bal,20,1.3,2.5,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,70-190,20-27,18-May,1.3-4.8,,,,,,
1,100-200,21-27,13-Jun,2.5-5.5,,,,,,
1.2,160-280,24-30,10-Jun,3.6-6,,,,,,
,,,,,,,,,,
Name,OK Autrod NiCrMo-3,,,,,,,,,
Material,NICKEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Fe,Nb+Ta,,
wt%,0.02,0.04,0.06,bal,22.7,8.6,0.3,3.5,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.9,80-190,20-27,16-May,2-4.2,,,,,,
1,100-200,21-27,13-Jun,2.5-5.5,,,,,,
1.14,130-240,22-28,12-Jun,3-5.7,,,,,,
1.2,160-280,24-30,10-Jun,3.6-6,,,,,,
1.6,200-350,25-32,8-Apr,4.3-8.6,,,,,,
,,,,,,,,,,
Name,OK Autrod NiFeCr-1,,,,,,,,,
Material,NICKEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Fe,Ti,
wt%,0.01,0.5,0.3,bal,21,3,2.3,24,0.7,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.14,130-240,22-28,12-Jun,3-5.7,,,,,,
,,,,,,,,,,
Name,OK Autrod NiCrMo-4,,,,,,,,,
Material,NICKEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Fe,W,,
wt%,0.01,0.45,0.05,Bal.,15.5,16.1,5.8,3.5,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,100-200,21-27,13-Jun,2.5-5.5,,,,,,
1.2,160-280,24-30,10-Jun,3.6-6,,,,,,
,,,,,,,,,,
Name,OK Autrod NiCrMo-13,,,,,,,,,
Material,NICKEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Al,Fe,,
wt%,0.01,0.2,0.1,61,23,16,0.3,1,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,100-200,21-27,13-Jun,2.5-5.5,,,,,,
1.2,160-280,24-30,10-Jun,3.6-6,,,,,,
1.6,200-350,25-32,8-Apr,4.3-8.6,,,,,,
,,,,,,,,,,
Name,OK Autrod NiCu-7,,,,,,,,,
Material,NICKEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Al,Cu,Fe,Nb+Ta,Ti,
wt%,0.03,3,0.3,64,0.03,28,2,<0.5,2,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,160-280,24-30,10-Jun,3.6-6,,,,,,
,,,,,,,,,,
Name,OK Autrod 19.12,,,,,,,,,
Material,COPPER,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cu,Fe,,,,,,
wt%,0.2,0.2,Bal,0.05,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-165,13-17.5,13-Apr,,,,,,,
1,80-210,12.5-18,12-Apr,,,,,,,
1.2,150-320,16-29,5-11.5,,,,,,,
,,,,,,,,,,
Name,OK Autrod 19.30,,,,,,,,,
Material,COPPER,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cu,Fe,Sn,Zn,,,,
wt%,0.9,3,96,0.05,0.01,0.05,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-165,13-17.5,4.0-13.0,,,,,,,
1,80-210,12.5-18,4.0-12.0,,,,,,,
1.2,150-320,16-29,5-11.5,,,,,,,
,,,,,,,,,,
Name,OK Autrod CuSi Laser,,,,,,,,,
Material,COPPER,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cu,Fe,Sn,Zn,,,,
wt%,0.9,2.85,96,0.05,0,0.05,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-210,12.5-18,12-Apr,,,,,,,
1.2,150-320,16-29,5-11.5,,,,,,,
,,,,,,,,,,
Name,OK Autrod 19.40,,,,,,,,,
Material,COPPER,Process type,GMAW,,,,,,,
Elements,Mn,Si,Al,Cu,Fe,Pb,Zn,,,
wt%,0.3,0.1,7,Bal,0.4,0.01,0.1,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-165,13-17.5,4.0-13.0,,,,,,,
1,80-210,12.5-18,4.0-12.0,,,,,,,
1.2,150-320,16-29,5.0-11.5,,,,,,,
,,,,,,,,,,
Name,OK Autrod 19.41,,,,,,,,,
Material,COPPER,Process type,GMAW,,,,,,,
Elements,Mn,Si,Ni,Al,Cu,Fe,Zn,,,
wt%,2,0.05,2,8,85,2.5,0.04,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-320,16-29,5-11.5,,,,,,,
,,,,,,,,,,
Name,OK Autrod 19.46,,,,,,,,,
Material,COPPER,Process type,GMAW,,,,,,,
Elements,Mn,Ni,Al,Fe,,,,,,
wt%,13,2,8,2.5,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-320,16-29,5-11.5,,,,,,,
,,,,,,,,,,
Name,OK Autrod 19.49,,,,,,,,,
Material,COPPER,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cu,Fe,,,,
wt%,0.02,0.7,0.05,31,Bal,0.5,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-165,13-17.5,13-Apr,,,,,,,
1,80-210,12.5-18,12-Apr,,,,,,,
1.2,150-320,16-29,5-11.5,,,,,,,
,,,,,,,,,,
Name,OK Autrodur 38 G M,,,,,,,,,
Material,HARDFACING,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Cr,Ti,,,,,
wt%,0.69,1.92,0.49,1,0.2,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,OK Autrodur 56 G M,,,,,,,,,
Material,HARDFACING,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,0.44,0.4,3.02,9.24,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.6,225-480,26-38,3.1-8.1,3.3-0,,,,,,
,,,,,,,,,,
Name,OK Autrodur 58 G M,,,,,,,,,
Material,HARDFACING,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,1.04,1.87,0.48,1.82,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,Dual Shield 7100 Ultra,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.038,1.3,0.55,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,140-330,22-34,5.1-15.2,1.7-5.3,,,,,,
1.4,155-390,23-35,4.5-14.0,2.2-6.8,,,,,,
1.6,170-460,24-36,3.8-12.7,2.5-8.3,,,,,,
,,,,,,,,,,
Name,FILARC PZ6111,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.062,1.07,0.53,0.7,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,27-38,5.8-20.7,2.1-7.5,,,,,,
1.4,150-350,26-36,3.4-12.0,1.8-6.3,,,,,,
1.6,150-450,24-40,2.8-12.4,1.6-8.1,,,,,,
,,,,,,,,,,
Name,FILARC PZ6111HS,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.052,1.04,0.53,0.7,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,250-450,26-40,6.5-19.1,4.0-12.1,,,,,,
,,,,,,,,,,
Name,FILARC PZ6113,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.06,1.2,0.4,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,23-35,5.8-20.7,2.1-7.5,,,,,,
1.4,150-350,22-34,3.3-11.6,1.8-6.3,,,,,,
1.6,150-450,22-36,2.8-12.4,1.8-8.1,,,,,,
,,,,,,,,,,
Name,FILARC PZ6113S,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.065,1.27,0.43,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,27-38,5.8-20.7,2.1-7.5,,,,,,
,,,,,,,,,,
Name,OK Tubrod 15.00,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.06,1.44,0.7,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,100-230,14-30,4.5-13.0,1.2-4.0,,,,,,
1.2,120-300,16-32,4.0-15.0,1.7-6.5,,,,,,
1.4,130-350,16-32,3.0-12.0,1.5-7.5,,,,,,
1.6,140-400,24-34,3.0-10.5,2.0-8.0,,,,,,
2.4,250-500,28-38,1.5-6.0,3.5-9.5,,,,,,
,,,,,,,,,,
Name,OK Tubrod 15.13,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.059,1.33,0.63,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,23-35,5.8-20.7,2.1-7.5,,,,,,
1.4,150-350,22-34,3.3-11.6,1.8-6.3,,,,,,
1.6,150-450,22-36,2.8-12.4,1.8-8.1,,,,,,
,,,,,,,,,,
Name,OK Tubrod 15.13 C,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.056,1.39,0.43,0.4,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,27-35,5.6-19.8,2.1-7.5,,,,,,
,,,,,,,,,,
Name,OK Tubrod 15.14,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.05,1.3,0.54,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,110-300,21-32,3.2-14.5,1.3-5.8,,,,,,
1.4,130-320,22-32,3.0-12.5,1.4-6.3,,,,,,
1.6,150-360,24-34,3.0-11.0,2.0-6.2,,,,,,
,,,,,,,,,,
Name,OK Tubrod 15.15,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.05,1.31,0.31,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,100-300,20-30,3.2-14.5,1.3-5.8,,,,,,
1.6,150-360,24-34,3.0-11.0,2.0-6.2,,,,,,
,,,,,,,,,,
Name,Vertomax 2MG,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,Mo,,,,,
wt%,0.068,1.28,0.38,0.7,0.16,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,350-400,32-36,12.5-14.5,,,,,,,
2.4,420-480,32-34,13.0-13.8,,,,,,,
3.2,590-650,32-35,12.0-14.0,,,,,,,
,,,,,,,,,,
Name,Dual Shield 110C,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,Mo,,,,,
wt%,0.055,1.21,0.39,2.3,0.4,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,100-300,21-32,3.2-14.5,1.3-5.8,,,,,,
,,,,,,,,,,
Name,Dual Shield 55,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.05,1.45,0.41,0.95,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,100-300,21-32,3.2-14.5,1.3-5.8,,,,,,
,,,,,,,,,,
Name,Dual Shield 62,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.061,1.58,0.41,1.5,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,100-300,21-32,3.2-14.5,1.3-5.8,,,,,,
,,,,,,,,,,
Name,Dual Shield 69,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,Mo,,,,,
wt%,0.095,1.25,0.34,2.8,0.4,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,21-32,5.6-19.8,2.1-7.5,,,,,,
,,,,,,,,,,
Name,Dual Shield CrMo1,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.06,0.9,0.35,1.29,0.54,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,23-35,5.8-20.7,2.1-7.5,,,,,,
,,,,,,,,,,
Name,Dual Shield CrMo2,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.06,0.84,0.33,2.26,0.94,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,23-35,5.8-20.7,2.1-7.5,,,,,,
,,,,,,,,,,
Name,Dual Shield II 4130 SR,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.05,2,0.3,0.9,0.03,0.43,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-170,23-24,432,19,,,,,,
1.2,180-220,24-26,719,16,,,,,,
1.2,230-280,26-28,1016,16,,,,,,
,,,,,,,,,,
Name,Dual Shield II 81-K2,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.04,1.14,0.41,1.55,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,140-330,22-34,3.8-15.2,1.9-5.8,,,,,,
,,,,,,,,,,
Name,Dual Shield MoL,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Mo,,,,,,
wt%,0.043,0.72,0.25,0.47,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,23-35,5.8-20.7,2.1-7.5,,,,,,
,,,,,,,,,,
Name,FILARC PZ6112,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cu,,,,,
wt%,0.065,1.07,0.66,0.66,0.42,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,27-38,5.8-20.7,2.1-7.5,,,,,,
,,,,,,,,,,
Name,FILARC PZ6114,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.056,1.25,0.41,0.41,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,27-35,5.6-19.8,2.1-7.5,,,,,,
,,,,,,,,,,
Name,FILARC PZ6114S,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.06,1.39,0.43,0.4,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,27-35,5.6-19.8,2.1-7.5,,,,,,
,,,,,,,,,,
Name,FILARC PZ6115,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.054,1.06,0.39,2.36,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,27-35,5.6-19.8,2.1-7.5,,,,,,
,,,,,,,,,,
Name,FILARC PZ6116S,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.054,1.38,0.43,1.42,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,23-35,5.6-19.8,2.1-7.5,,,,,,
,,,,,,,,,,
Name,FILARC PZ6125,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.084,1.24,0.45,0.85,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,100-250,16-31,5.6-18.6,1.4-4.7,,,,,,
1.2,150-350,20-35,5.8-22.0,2.1-7.9,,,,,,
1.6,150-450,18-36,2.8-12.0,1.8-7.9,,,,,,
,,,,,,,,,,
Name,FILARC PZ6138,,,,,,,,,
Material,STEEL,Process type,FCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cu,,,,,
wt%,0.04,1.1,0.33,0.93,0.021,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,20-35,5.8-22.0,2.1-7.9,,,,,,
,,,,,,,,,,
